time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.152,0.00153,0.00611,-0.01772
0.457,0.00153,0.00519,-0.01008
0.608,-0.00489,0.00428,-0.01130
0.759,0.00214,0.01008,-0.01313
1.063,0.00489,0.01130,-0.01313
1.215,-0.00122,0.00550,-0.01344
1.368,0.00489,0.00428,-0.01069
1.673,0.00489,0.00519,-0.01619
1.825,-0.00550,0.11454,0.00061
